text,intent,sentiment
Complaint TKTf0479afc: I am disappointed with ZENDFiber Home 100 Mbps in Singapore.,Complaint,Neutral
Complaint ID TKTbe55cca7: Poor experience with ZENDStorage 10TB.,Complaint,Neutral
Invoice INVbc87f0b5: I was charged extra for my ZENDFiber Home 1 Gbps plan in India.,Billing,Neutral
Invoice INV7acd1dfa: I was charged extra for my Prepaid Plus plan in Thailand.,Billing,Neutral
Ticket TKT3f16c552: My ZENDCloud VM Enterprise service in Thailand is not working.,Technical,Neutral
Complaint TKT985a1d98: I am disappointed with Postpaid Silver in Singapore.,Complaint,Angry
Request TKTd6d29e32: Does ZENDSmart Traffic support premium features?,Product Inquiry,Neutral
Inquiry ID TKT2146289c: Need pricing details of ZENDEnterprise Dedicated.,Product Inquiry,Neutral
Ticket TKTddfc7c9e: My ZENDFiber Home 100 Mbps service in Singapore is not working.,Technical,Angry
Inquiry TKT4244b02b: Tell me about ZENDEnterprise Dedicated plans in India.,Product Inquiry,Neutral
Invoice INV02b65f72: Explain charges for ZENDArchive Storage under individual account.,Billing,Neutral
Ticket TKT2585335e: Please process refund for ZENDSmart Traffic.,Refund,Neutral
Ticket TKT9adbda27: My ZENDOffice Net 200 service in USA is not working.,Technical,Neutral
Inquiry ID TKTc76f031e: Need pricing details of ZENDOffice Net 200.,Product Inquiry,Neutral
Ticket TKT485eb7ae: Very frustrated with ZENDArchive Storage service.,Complaint,Neutral
Invoice INV63a245db: My ZENDBiz Connect 100 bill in USA seems incorrect.,Billing,Neutral
Issue ID TKT797911e1: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Inquiry TKT54b783bb: Tell me about ZENDSmart Parking plans in India.,Product Inquiry,Neutral
Invoice INVa3ee43ac: Explain charges for ZENDStorage 1TB under individual account.,Billing,Angry
Invoice INV2647f369: I was charged extra for my ZENDOffice Net 1G plan in USA.,Billing,Neutral
Inquiry TKT9ad980d0: Tell me about ZENDIndustrial Sensor plans in Thailand.,Product Inquiry,Happy
Ticket TKT0e58d8be: My ZENDBiz Connect 1G service in USA is not working.,Technical,Angry
Ticket TKT1364a027: Cannot access ZENDCloud VM Basic for enterprise account.,Technical,Neutral
Invoice INV29b68b5b: I was charged extra for my ZENDFiber Home 300 Mbps plan in USA.,Billing,Neutral
Complaint TKT744b5862: I am disappointed with Postpaid Gold in Thailand.,Complaint,Angry
Invoice INV6e748186: I was charged extra for my ZENDBiz Connect 1G plan in Singapore.,Billing,Neutral
Ticket TKT05f7eba7: Very frustrated with ZENDBiz Connect 1G service.,Complaint,Angry
Request TKT960539ab: Does ZENDFiber Home 300 Mbps support premium features?,Product Inquiry,Neutral
Complaint ID TKT3debbb13: Poor experience with Postpaid Platinum.,Complaint,Angry
Ticket TKT87a640f2: Cannot access ZENDFiber Home 100 Mbps for individual account.,Technical,Neutral
Ticket TKT09c438a0: Please process refund for ZENDEnterprise Dedicated.,Refund,Neutral
Ticket TKTb61acfcf: Cannot access ZENDCloud VM Basic for enterprise account.,Technical,Angry
Request TKT1b3f3883: Does ZENDStorage 1TB support premium features?,Product Inquiry,Neutral
Inquiry TKT20fc51d1: Tell me about ZENDOffice Net 500 plans in USA.,Product Inquiry,Neutral
Refund request TKTb7b2f026: I want refund for Prepaid Unlimited used in India.,Refund,Neutral
Refund request TKT99909a3e: I want refund for ZENDFiber Home 300 Mbps used in India.,Refund,Neutral
Ticket TKT033af533: My Prepaid Unlimited service in USA is not working.,Technical,Neutral
Ticket TKTcef1f9c6: Please process refund for ZENDFiber Home 100 Mbps.,Refund,Neutral
Issue ID TKT30558947: Facing problem with ZENDBiz Connect 500.,Technical,Neutral
Ticket TKT2305e304: Cannot access ZENDStorage 1TB for individual account.,Technical,Neutral
Complaint ID TKT2787927f: Poor experience with ZENDArchive Storage.,Complaint,Angry
Ticket TKTcb0f73e5: Please process refund for ZENDFiber Home 100 Mbps.,Refund,Angry
Ticket TKTf9b6ab71: Please process refund for ZENDFiber Home 300 Mbps.,Refund,Angry
Refund ticket TKT310d84a1: Why no refund for ZENDStorage 1TB in USA?,Refund,Angry
Refund request TKT7069be12: I want refund for ZENDEnterprise Dedicated used in Thailand.,Refund,Neutral
Ticket TKT1f75f0de: My ZENDCloud VM Basic service in USA is not working.,Technical,Angry
Refund request TKT17b7a5fc: I want refund for ZENDFiber Home 300 Mbps used in Thailand.,Refund,Angry
Refund ticket TKT786111ad: Why no refund for ZENDBiz Connect 500 in Singapore?,Refund,Neutral
Request TKT5ed9c720: Does ZENDOffice Net 500 support premium features?,Product Inquiry,Happy
Invoice INVb4307bbe: My Prepaid Unlimited bill in USA seems incorrect.,Billing,Neutral
Request TKTbc694115: Does ZENDSmart Traffic support premium features?,Product Inquiry,Neutral
Complaint ID TKTdd0d2d7e: Poor experience with Prepaid Plus.,Complaint,Neutral
Ticket TKT02292c75: Please process refund for ZENDStorage 10TB.,Refund,Neutral
Issue ID TKTab2d3daf: Facing problem with ZENDOffice Net 200.,Technical,Neutral
Ticket TKTcd0a3bc0: Please process refund for Postpaid Gold.,Refund,Neutral
Refund request TKTf62267f2: I want refund for ZENDIndustrial Sensor used in India.,Refund,Neutral
Complaint ID TKTe1e168e5: Poor experience with ZENDOffice Net 1G.,Complaint,Angry
Ticket TKT0b681927: Please process refund for ZENDCloud VM Pro.,Refund,Neutral
Invoice INV34cb93c9: My ZENDCloud VM Basic bill in India seems incorrect.,Billing,Angry
Ticket TKTb6222d7a: My ZENDStorage 1TB service in India is not working.,Technical,Neutral
Ticket TKT9a84a122: Very frustrated with ZENDFiber Home 300 Mbps service.,Complaint,Angry
Invoice INVb527c111: Explain charges for ZENDBiz Connect 100 under individual account.,Billing,Neutral
Complaint TKTac613e55: I am disappointed with Postpaid Platinum in Singapore.,Complaint,Angry
Inquiry ID TKTce769f5e: Need pricing details of ZENDFleet IoT.,Product Inquiry,Neutral
Inquiry TKT58ef0327: Tell me about ZENDBiz Connect 100 plans in USA.,Product Inquiry,Neutral
Invoice INV57904b28: I was charged extra for my ZENDBiz Connect 1G plan in Singapore.,Billing,Neutral
Complaint TKT03800d41: I am disappointed with ZENDSmart Parking in Singapore.,Complaint,Neutral
Complaint ID TKT4139ae21: Poor experience with ZENDSmart Parking.,Complaint,Neutral
Ticket TKT6df41696: Please process refund for Postpaid Silver.,Refund,Neutral
Invoice INVa25b7f23: Explain charges for ZENDFiber Home 300 Mbps under individual account.,Billing,Neutral
Ticket TKT764ad745: Cannot access ZENDEnterprise Ultra for individual account.,Technical,Neutral
Invoice INVb3d496ae: My ZENDOffice Net 200 bill in Thailand seems incorrect.,Billing,Neutral
Inquiry ID TKTa886c9f3: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Neutral
Ticket TKT06c77f1e: Please process refund for Prepaid Unlimited.,Refund,Neutral
Complaint TKT3d0c8ad0: I am disappointed with ZENDArchive Storage in USA.,Complaint,Angry
Ticket TKTa03a5840: My Postpaid Gold service in Thailand is not working.,Technical,Neutral
Invoice INV5eb3fcda: My ZENDOffice Net 200 bill in USA seems incorrect.,Billing,Neutral
Inquiry TKT88ff8e19: Tell me about ZENDSmart Traffic plans in India.,Product Inquiry,Happy
Request TKTb12c8cd4: Does ZENDCloud VM Basic support premium features?,Product Inquiry,Neutral
Complaint TKT8b26d7c1: I am disappointed with Prepaid Basic in USA.,Complaint,Neutral
Invoice INVf347a7ba: I was charged extra for my ZENDFiber Home 100 Mbps plan in Thailand.,Billing,Neutral
Refund ticket TKT8a05a1a5: Why no refund for ZENDOffice Net 1G in India?,Refund,Neutral
Issue ID TKTeb9ff18d: Facing problem with ZENDCloud VM Pro.,Technical,Neutral
Ticket TKTad371dbe: Please process refund for ZENDOffice Net 1G.,Refund,Angry
Invoice INVfa51f946: My ZENDFiber Home 100 Mbps bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV8d084396: I was charged extra for my ZENDFleet IoT plan in India.,Billing,Neutral
Refund request TKT4367d65b: I want refund for ZENDEnterprise Ultra used in Singapore.,Refund,Neutral
Refund request TKTcaa5ed58: I want refund for ZENDArchive Storage used in Singapore.,Refund,Neutral
Invoice INVac554d8c: Explain charges for ZENDFiber Home 300 Mbps under individual account.,Billing,Neutral
Refund ticket TKT4011618e: Why no refund for ZENDOffice Net 1G in Thailand?,Refund,Angry
Request TKTdee15347: Does Prepaid Basic support premium features?,Product Inquiry,Neutral
Ticket TKT225aaeb3: Cannot access ZENDEnterprise Dedicated for enterprise account.,Technical,Neutral
Complaint ID TKTe72fc68b: Poor experience with Prepaid Basic.,Complaint,Angry
Ticket TKT526e6e1f: Cannot access Postpaid Silver for individual account.,Technical,Neutral
Invoice INVab8f20e9: I was charged extra for my ZENDIndustrial Sensor plan in India.,Billing,Neutral
Invoice INV2e169dcd: I was charged extra for my ZENDFleet IoT plan in India.,Billing,Neutral
Refund request TKT77ff6e1f: I want refund for ZENDBiz Connect 100 used in USA.,Refund,Neutral
Ticket TKTf758facc: Cannot access ZENDCloud VM Enterprise for enterprise account.,Technical,Neutral
Invoice INV9dbbf637: Explain charges for ZENDFiber Home 300 Mbps under enterprise account.,Billing,Angry
Invoice INVa5bf982a: My ZENDOffice Net 1G bill in USA seems incorrect.,Billing,Neutral
Inquiry TKT77a121af: Tell me about ZENDStorage 10TB plans in India.,Product Inquiry,Neutral
Inquiry TKTe2adf526: Tell me about ZENDBiz Connect 100 plans in Singapore.,Product Inquiry,Neutral
Inquiry ID TKT2716a19c: Need pricing details of Prepaid Unlimited.,Product Inquiry,Neutral
Invoice INV7ea3804a: I was charged extra for my Prepaid Plus plan in Thailand.,Billing,Angry
Inquiry ID TKTf25b1e7b: Need pricing details of ZENDIndustrial Sensor.,Product Inquiry,Neutral
Ticket TKT92e811a1: My ZENDBiz Connect 500 service in USA is not working.,Technical,Neutral
Invoice INV31c27c1b: I was charged extra for my Postpaid Gold plan in USA.,Billing,Neutral
Invoice INV3b78e4e6: My ZENDEnterprise Ultra bill in USA seems incorrect.,Billing,Neutral
Refund ticket TKT45b730a7: Why no refund for ZENDOffice Net 1G in USA?,Refund,Angry
Ticket TKT53c05cdb: Cannot access ZENDEnterprise Ultra for individual account.,Technical,Neutral
Ticket TKTf1663cf1: Cannot access ZENDCloud VM Pro for enterprise account.,Technical,Neutral
Inquiry ID TKTa932316d: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Neutral
Invoice INV52326386: Explain charges for ZENDFleet IoT under enterprise account.,Billing,Neutral
Issue ID TKT938bab02: Facing problem with ZENDEnterprise Dedicated.,Technical,Neutral
Issue ID TKT3ca22209: Facing problem with ZENDArchive Storage.,Technical,Neutral
Request TKTa0e4011d: Does ZENDBiz Connect 500 support premium features?,Product Inquiry,Neutral
Inquiry TKTdd1a7cea: Tell me about ZENDBiz Connect 1G plans in Thailand.,Product Inquiry,Neutral
Ticket TKT9af1532b: My Postpaid Platinum service in India is not working.,Technical,Angry
Complaint TKT1b9e0caa: I am disappointed with ZENDFiber Home 100 Mbps in Singapore.,Complaint,Angry
Invoice INVebb09f41: My ZENDFleet IoT bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKT94ca7a35: My ZENDCloud VM Pro service in Singapore is not working.,Technical,Neutral
Invoice INV92685534: My ZENDOffice Net 1G bill in India seems incorrect.,Billing,Neutral
Ticket TKTc188683b: Please process refund for ZENDFleet IoT.,Refund,Neutral
Invoice INV16c096c8: My ZENDFiber Home 100 Mbps bill in Thailand seems incorrect.,Billing,Neutral
Ticket TKT35e3d181: My ZENDStorage 10TB service in USA is not working.,Technical,Neutral
Inquiry ID TKT93a74a4e: Need pricing details of ZENDSmart Lighting.,Product Inquiry,Neutral
Inquiry ID TKT43554793: Need pricing details of ZENDOffice Net 200.,Product Inquiry,Happy
Request TKTcd25659d: Does ZENDEnterprise Dedicated support premium features?,Product Inquiry,Neutral
Refund ticket TKT125a2c33: Why no refund for Prepaid Plus in Thailand?,Refund,Neutral
Complaint ID TKTc71d604b: Poor experience with Prepaid Unlimited.,Complaint,Angry
Refund request TKTe842e118: I want refund for ZENDOffice Net 500 used in Thailand.,Refund,Neutral
Inquiry ID TKT27334fdd: Need pricing details of ZENDEnterprise Dedicated.,Product Inquiry,Happy
Complaint ID TKTbeac5a4c: Poor experience with ZENDFleet IoT.,Complaint,Neutral
Refund request TKT5ad7df00: I want refund for ZENDCloud VM Enterprise used in USA.,Refund,Neutral
Complaint ID TKT96cfda23: Poor experience with ZENDEnterprise Dedicated.,Complaint,Neutral
Invoice INVe42c7501: Explain charges for ZENDCloud VM Basic under enterprise account.,Billing,Neutral
Invoice INV82ef7531: Explain charges for ZENDBiz Connect 100 under individual account.,Billing,Neutral
Ticket TKT689f19fb: Please process refund for ZENDSmart Lighting.,Refund,Neutral
Ticket TKT5b0a56e3: Very frustrated with Postpaid Silver service.,Complaint,Angry
Ticket TKTcc11452e: Very frustrated with Postpaid Silver service.,Complaint,Angry
Complaint ID TKTb12e0baa: Poor experience with ZENDArchive Storage.,Complaint,Angry
Ticket TKT04b8ddf4: Very frustrated with ZENDBiz Connect 100 service.,Complaint,Neutral
Complaint ID TKT54fb4615: Poor experience with ZENDArchive Storage.,Complaint,Angry
Invoice INVfcbabc6c: My ZENDIndustrial Sensor bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKT4c853d13: Cannot access ZENDSmart Lighting for individual account.,Technical,Neutral
Ticket TKTac83ecf5: Very frustrated with Prepaid Plus service.,Complaint,Angry
Inquiry TKT0c25a43c: Tell me about ZENDFiber Home 100 Mbps plans in Thailand.,Product Inquiry,Neutral
Complaint TKT98b7b386: I am disappointed with ZENDBiz Connect 1G in USA.,Complaint,Angry
Ticket TKTe790d05f: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Request TKT56c887fd: Does ZENDOffice Net 200 support premium features?,Product Inquiry,Neutral
Ticket TKTd98ce73b: Please process refund for ZENDBiz Connect 1G.,Refund,Neutral
Refund ticket TKTf2e0343b: Why no refund for ZENDBiz Connect 500 in USA?,Refund,Angry
Ticket TKTed606a36: Very frustrated with ZENDOffice Net 1G service.,Complaint,Neutral
Ticket TKTb891f965: Very frustrated with ZENDFiber Home 300 Mbps service.,Complaint,Neutral
Refund request TKT046d13ab: I want refund for Prepaid Basic used in Singapore.,Refund,Neutral
Inquiry ID TKT8b6a8216: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Happy
Ticket TKTad663c29: Very frustrated with ZENDOffice Net 200 service.,Complaint,Angry
Ticket TKT4089dd28: Please process refund for Postpaid Gold.,Refund,Neutral
Ticket TKT831e9343: Cannot access ZENDStorage 1TB for enterprise account.,Technical,Neutral
Ticket TKT1621961d: My Prepaid Plus service in Thailand is not working.,Technical,Neutral
Invoice INV0968d89c: My ZENDFiber Home 100 Mbps bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKT503f1f75: Very frustrated with ZENDIndustrial Sensor service.,Complaint,Angry
Issue ID TKT4fd27ad5: Facing problem with ZENDOffice Net 500.,Technical,Neutral
Ticket TKTd8da221e: My ZENDSmart Lighting service in Singapore is not working.,Technical,Angry
Invoice INV7672e1a0: My ZENDSmart Traffic bill in India seems incorrect.,Billing,Neutral
Ticket TKT1048d07a: Very frustrated with ZENDBiz Connect 500 service.,Complaint,Angry
Inquiry TKTfaf4f57a: Tell me about ZENDArchive Storage plans in USA.,Product Inquiry,Neutral
Refund request TKTc1411df1: I want refund for ZENDCloud VM Enterprise used in Thailand.,Refund,Neutral
Invoice INV393dceef: Explain charges for ZENDBiz Connect 500 under enterprise account.,Billing,Neutral
Ticket TKTf3931e08: My ZENDOffice Net 500 service in Thailand is not working.,Technical,Angry
Complaint ID TKT75eebeac: Poor experience with ZENDFiber Home 1 Gbps.,Complaint,Angry
Ticket TKT4964b982: My ZENDEnterprise Ultra service in USA is not working.,Technical,Neutral
Inquiry TKTb8b14a08: Tell me about ZENDSmart Lighting plans in USA.,Product Inquiry,Happy
Ticket TKT44e915a9: Please process refund for ZENDStorage 10TB.,Refund,Neutral
Ticket TKTe4053dfe: Please process refund for ZENDFiber Home 300 Mbps.,Refund,Angry
Complaint TKTa748a665: I am disappointed with ZENDFiber Home 100 Mbps in Thailand.,Complaint,Angry
Ticket TKTd8e586b3: Very frustrated with ZENDOffice Net 200 service.,Complaint,Neutral
Refund request TKTf5d2cd96: I want refund for ZENDStorage 10TB used in Singapore.,Refund,Neutral
Complaint ID TKTad508b2f: Poor experience with ZENDIndustrial Sensor.,Complaint,Neutral
Ticket TKT44945c5d: My ZENDStorage 10TB service in India is not working.,Technical,Neutral
Invoice INVf9d0c5ea: Explain charges for Prepaid Basic under individual account.,Billing,Angry
Inquiry TKT1043104d: Tell me about ZENDEnterprise Dedicated plans in Thailand.,Product Inquiry,Happy
Issue ID TKT8b9a57c8: Facing problem with ZENDCloud VM Enterprise.,Technical,Angry
Ticket TKT938c2f60: Very frustrated with ZENDOffice Net 500 service.,Complaint,Angry
Complaint ID TKT722041fb: Poor experience with ZENDFleet IoT.,Complaint,Angry
Invoice INV0a3ab283: My ZENDOffice Net 1G bill in Singapore seems incorrect.,Billing,Neutral
Refund request TKTbf400a5c: I want refund for ZENDCloud VM Pro used in Singapore.,Refund,Neutral
Refund request TKT4ca2696d: I want refund for ZENDFleet IoT used in USA.,Refund,Neutral
Ticket TKT09179d0e: My ZENDIndustrial Sensor service in Thailand is not working.,Technical,Neutral
Refund request TKTf6b77c8c: I want refund for ZENDEnterprise Ultra used in Singapore.,Refund,Neutral
Inquiry ID TKT1b743cc1: Need pricing details of Postpaid Gold.,Product Inquiry,Neutral
Complaint TKT5d69506c: I am disappointed with Postpaid Silver in Thailand.,Complaint,Neutral
